108;{'list3': ['elephant', 'glass', 'catepillar'], 'list1': ['catepillar', 'elephant'], 'list2': ['elephant', 'glass', 'grossbow']}
110;{'list3': [], 'list1': [], 'list2': []}
111;{'list3': [], 'list1': ['vace'], 'list2': []}
114;{'list3': ['Spooon'], 'list1': [], 'list2': []}
117;{'list3': [], 'list1': [], 'list2': []}
123;{'list3': ['sppon'], 'list1': ['dder', 'kitten'], 'list2': []}
126;{'list3': [], 'list1': ['snake'], 'list2': []}
129;{'list3': [], 'list1': ['zebra'], 'list2': ['antelopre']}
138;{'list3': ['moose', 'watch'], 'list1': [], 'list2': ['bear', 'duck', 'fish']}
141;{'list3': ['deero'], 'list1': [], 'list2': []}
144;{'list3': ['socks'], 'list1': ['plier'], 'list2': ['socks']}
147;{'list3': [], 'list1': ['notebook', 'needle3'], 'list2': ['rown', 'notebook']}
150;{'list3': [], 'list1': [], 'list2': []}
153;{'list3': ['flamengo', 'gorrilla'], 'list1': ['flamengo', 'beer', 'racoon'], 'list2': ['koal', 'ballon', 'flamengo', 'racoon']}
159;{'list3': ['omb', 'buterfly'], 'list1': ['kangeroo'], 'list2': []}
162;{'list3': ['racoonj', 'helement', 'mosquitos', 'sciossers'], 'list1': ['racoon', 'scisoors', 'stoolo', 'hawk', 'mosquitos', 'ferrat', 'helement'], 'list2': ['brush]', 'falcoon', 'helment']}
165;"{'list3': ['eer', 'caterpiller', 'piler', 'harpschord'], 'list1': ['piler'], 'list2': ['pleir', 'ru;er', 'clothspin']}"
168;{'list3': [], 'list1': ['hummmingbird', 'barracaud'], 'list2': []}
171;{'list3': ['treumpet', 'armidillo'], 'list1': ['sppom', 'zevra', 'clothespinj', 'armidillo '], 'list2': ['armidillo ']}
174;{'list3': [], 'list1': ['mouse'], 'list2': []}
177;{'list3': ['baracuda'], 'list1': ['bufflo', 'baracooda'], 'list2': ['allagator']}
180;{'list3': ['barrcalona'], 'list1': ['halmet', 'allegator', 'fox'], 'list2': ['dalphin', 'horen', 'halmet', 'elt', 'belt***', 'closespin', 'barrcelona']}
186;{'list3': ['aramdillo', 'barel', 'umberella'], 'list1': ['Barel', 'umberella', 'geiko'], 'list2': ['dragonflly', 'barel', 'umberella']}
189;{'list3': [], 'list1': ['ostritch '], 'list2': ['ostritch']}
192;{'list3': ['toliet'], 'list1': ['purpse', 'gloves'], 'list2': ['purpse']}
195;{'list3': ['car', 'racoon', 'door'], 'list1': ['moose', 'door'], 'list2': ['catapillar', 'moose', 'racoon']}
198;{'list3': ['mosguito', 'socks', 'mantee'], 'list1': [], 'list2': ['mosguito', 'penguieen']}
201;{'list3': ['gloves'], 'list1': ['aligator', 'gloves'], 'list2': ['gloves']}
204;{'list3': ['baracuda'], 'list1': ['spoom', 'baracuda'], 'list2': ['baracuda']}
207;{'list3': ['waller'], 'list1': [], 'list2': []}
210;{'list3': [], 'list1': [], 'list2': []}
213;{'list3': [], 'list1': [], 'list2': []}
216;{'list3': ['resser'], 'list1': [], 'list2': []}
219;{'list3': ['kunk'], 'list1': [], 'list2': []}
222;"{'list3': [], 'list1': ['plier'], 'list2': [""jaguar'""]}"
225;{'list3': ['amardillo'], 'list1': [], 'list2': ['Chettah']}
228;{'list3': ['crocodilla'], 'list1': ['chair'], 'list2': []}
231;{'list3': [], 'list1': [], 'list2': []}
234;{'list3': ['form'], 'list1': [], 'list2': []}
237;{'list3': [], 'list1': ['kangeroo'], 'list2': []}
240;{'list3': ['paper'], 'list1': ['basebal', 'bird'], 'list2': ['paper', 'deet', 'socks']}
243;{'list3': [], 'list1': [], 'list2': ['perret']}
246;{'list3': ['dipolma', 'eer', 'envepope', 'motorcylce', 'armadillow', '(deer*)', 'facet', 'pengiun'], 'list1': ['donky', 'dophin', 'armadillow'], 'list2': ['donky', 'facuet', 'armadillow', 'pengiun']}
249;{'list3': ['ock'], 'list1': ['crocodile'], 'list2': ['caterpilar']}
252;{'list3': [], 'list1': ['drsgonfly'], 'list2': []}
255;{'list3': [], 'list1': [], 'list2': ['baracuda']}
258;{'list3': ['accordian'], 'list1': [], 'list2': ['for', 'accordian']}
261;{'list3': ['motorcyle', 'kangaro', 'trumpit', 'bike'], 'list1': ['bike'], 'list2': ['fauset']}
264;{'list3': ['gorrila'], 'list1': ['closepin ', 'kola '], 'list2': ['cheeta', 'gorrila']}
267;{'list3': [], 'list1': [], 'list2': []}
270;{'list3': ['deep'], 'list1': ['lamp'], 'list2': ['racoon', '']}
273;{'list3': ['motorcyle', 'crocidle'], 'list1': [], 'list2': ['ostrichh']}
276;{'list3': ['sppon'], 'list1': [], 'list2': ['com', 'moneky']}
279;{'list3': [], 'list1': [], 'list2': []}
282;{'list3': [], 'list1': [], 'list2': []}
285;{'list3': [], 'list1': [], 'list2': ['accordian']}
288;{'list3': ['thimple'], 'list1': [], 'list2': ['thimple']}
291;{'list3': ['acordian', 'gloves'], 'list1': ['Acordian', 'Gloves'], 'list2': ['Accordian', 'Gloves']}
294;{'list3': ['ork', 'gutter'], 'list1': ['oxford', 'frog', 'fox', '', ''], 'list2': ['oxford']}
297;{'list3': ['fencve', 'armidillo', 'aligator'], 'list1': ['armidillo', 'harpschord', 'aligator'], 'list2': ['armidillo', 'harpschord']}
300;{'list3': ['corpion', 'cayote'], 'list1': [], 'list2': []}
303;{'list3': ['accordian', 'cissors'], 'list1': ['whitsle', 'racoon'], 'list2': ['accodian']}
306;{'list3': [], 'list1': [], 'list2': ['spoo']}
309;{'list3': [], 'list1': [], 'list2': ['armardillo']}
312;{'list3': ['racoon'], 'list1': ['hat'], 'list2': []}
315;{'list3': [], 'list1': [], 'list2': []}
318;{'list3': ['whale wolf'], 'list1': ['hampster'], 'list2': ['ealge']}
321;{'list3': [], 'list1': [], 'list2': []}
324;{'list3': [], 'list1': ['laundry'], 'list2': []}
327;{'list3': [], 'list1': [], 'list2': []}
330;{'list3': ['pilers'], 'list1': [], 'list2': []}
336;"{'list3': ['oose', 'moose', 'stero'], 'list1': ['bow;', 'moose', 'elephant'], 'list2': ['comb']}"
339;{'list3': [], 'list1': [], 'list2': ['brush']}
342;{'list3': ['toliet'], 'list1': ['toliet'], 'list2': ['toliet']}
345;{'list3': [], 'list1': [], 'list2': []}
348;{'list3': ['oad'], 'list1': ['delphin', 'knife', 'wrenh'], 'list2': ['eer', 'pider']}
351;{'list3': [], 'list1': [], 'list2': []}
354;{'list3': ['ray', 'hore'], 'list1': ['shark\\'], 'list2': []}
357;{'list3': ['chisle', 'hampster'], 'list1': ['baracuda', 'hangar'], 'list2': ['connon']}
360;{'list3': ['sppon'], 'list1': ['leapord'], 'list2': ['for', 'moneky', 'gorrilla', 'leapord']}
363;{'list3': ['aligator', 'shoes'], 'list1': [], 'list2': ['', 'shoes']}
366;{'list3': ['ostrich', 'locusts'], 'list1': ['rats', 'mittens', 'shoes', 'panda', 'fox'], 'list2': []}
369;{'list3': ['spool', 'rog'], 'list1': [], 'list2': []}
372;{'list3': [], 'list1': [], 'list2': []}
375;{'list3': [], 'list1': ['cowe'], 'list2': ['pliars', 'aquarium']}
378;{'list3': [], 'list1': ['racoon', 'misquito', 'candel '], 'list2': ['mosiquito', 'umberlla', 'candel']}
381;{'list3': ['poon'], 'list1': ['lepord'], 'list2': []}
384;{'list3': [], 'list1': [], 'list2': ['monkey panther']}
387;{'list3': ['baloon', 'harpiscope'], 'list1': [], 'list2': ['crocidile', 'catapillar', 'hawk', 'harpiscope', 'zebra']}
390;{'list3': ['sppon', 'sool'], 'list1': [], 'list2': []}
393;{'list3': [], 'list1': ['sppon ', 'sppon', 'goldfiswh', 'waspo', 'deploma'], 'list2': ['moose']}
396;{'list3': ['sppon'], 'list1': ['humming birg'], 'list2': ['closet']}
399;"{'list3': ['penci;', 'bird', 'orshrid'], 'list1': ['oschrid'], 'list2': ['orschrid']}"
402;{'list3': ['chettah', 'acordion'], 'list1': ['peguin', 'pelicon', 'catapillar', 'book'], 'list2': ['pelicon', 'book', 'acordion']}
405;{'list3': [], 'list1': ['spoder'], 'list2': ['sppon', 'himmingbird', 'donket']}
408;{'list3': ['gorila', 'geans', 'fauset', 'hager', 'mouse'], 'list1': [], 'list2': ['fauset']}
411;{'list3': [], 'list1': [], 'list2': []}
414;{'list3': ['mirror'], 'list1': ['mirror'], 'list2': []}
417;{'list3': [], 'list1': [], 'list2': []}
420;{'list3': ['napkin'], 'list1': ['napkin', 'cup'], 'list2': ['trumphet', 'napkin']}
423;{'list3': ['gorrilla'], 'list1': ['screwdriver'], 'list2': []}
426;{'list3': [], 'list1': ['ACCORIDAN'], 'list2': ['ACCORDIAN', 'MICORWAVE']}
429;{'list3': ['rate'], 'list1': [], 'list2': []}
432;{'list3': ['vrown'], 'list1': ['agle'], 'list2': []}
435;{'list3': ['aramadillo'], 'list1': ['volleybal'], 'list2': ['lamo']}
438;{'list3': ['crocidile', 'violen'], 'list1': ['crocadile'], 'list2': ['violen', 'crocadile']}
441;{'list3': ['eer', 'deer^', 'tiger', 'sink'], 'list1': ['tiger'], 'list2': ['tiger', 'dove']}
444;{'list3': ['led'], 'list1': [], 'list2': []}
447;{'list3': [], 'list1': [], 'list2': []}
450;{'list3': [], 'list1': ['cactus'], 'list2': []}
453;{'list3': [], 'list1': [], 'list2': []}
456;{'list3': ['Fish', 'Turtle'], 'list1': ['Dog', 'Fish', 'Monkey'], 'list2': []}
459;{'list3': ['dee4r', 'ravej', 'toliet'], 'list1': [], 'list2': ['crocodilla', 'toliet']}
462;{'list3': [], 'list1': [], 'list2': ['Kangaroon', '']}
465;{'list3': ['Harpischord', 'Ostrick'], 'list1': ['Racoon'], 'list2': ['Feret', 'Letter']}
468;{'list3': ['accordian', 'vollleyball'], 'list1': ['goat', 'accordian'], 'list2': ['accordian']}
471;{'list3': ['deeer', 'pelicon'], 'list1': ['esk'], 'list2': ['esk', 'lephant']}
474;{'list3': [], 'list1': ['drogonfly'], 'list2': ['rog', 'clothepin']}
477;{'list3': ['flacon', 'baraccuda '], 'list1': ['racoon', 'dipolma', 'baraccuda'], 'list2': ['motercycle']}
480;{'list3': [], 'list1': [], 'list2': []}
